candidate_id,direction,content_class,style_class,content_index,style_index,style_crop,slot,review_status,pixel_standard_deviation,visual_review_status,rejection_reason,selection_status,selection_reason
bird_to_dog_19,bird_to_dog,bird,dog,5488,113,"[0.18, 0.1, 0.88, 0.9]",19,pending,0.2190242993393123,accepted,,selected,human_accepted_before_model_evaluation
bird_to_dog_20,bird_to_dog,bird,dog,1871,113,"[0.18, 0.1, 0.88, 0.9]",20,pending,0.18917997204773457,accepted,,selected,human_accepted_before_model_evaluation
bird_to_dog_21,bird_to_dog,bird,dog,2070,113,"[0.18, 0.1, 0.88, 0.9]",21,pending,0.17070073936950617,accepted,,selected,human_accepted_before_model_evaluation
bird_to_dog_22,bird_to_dog,bird,dog,3550,113,"[0.18, 0.1, 0.88, 0.9]",22,pending,0.18565464554024116,accepted,,selected,human_accepted_before_model_evaluation
bird_to_dog_23,bird_to_dog,bird,dog,6733,113,"[0.18, 0.1, 0.88, 0.9]",23,pending,0.16211570513294257,accepted,,selected,human_accepted_before_model_evaluation
bird_to_dog_24,bird_to_dog,bird,dog,7390,113,"[0.18, 0.1, 0.88, 0.9]",24,pending,0.18147241393047897,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_00,cat_to_bird,cat,bird,7744,21,"[0.2, 0.05, 0.85, 0.9]",0,pending,0.26850857940022954,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_01,cat_to_bird,cat,bird,5528,21,"[0.2, 0.05, 0.85, 0.9]",1,pending,0.274357168487306,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_bird_02,cat_to_bird,cat,bird,1431,21,"[0.2, 0.05, 0.85, 0.9]",2,pending,0.2812473989771981,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_03,cat_to_bird,cat,bird,4881,21,"[0.2, 0.05, 0.85, 0.9]",3,pending,0.2364380840758938,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_bird_04,cat_to_bird,cat,bird,4215,21,"[0.2, 0.05, 0.85, 0.9]",4,pending,0.2667826626213857,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_bird_05,cat_to_bird,cat,bird,7793,21,"[0.2, 0.05, 0.85, 0.9]",5,pending,0.2887722444260252,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_06,cat_to_bird,cat,bird,979,21,"[0.2, 0.05, 0.85, 0.9]",6,pending,0.28492277051476095,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_07,cat_to_bird,cat,bird,4463,21,"[0.2, 0.05, 0.85, 0.9]",7,pending,0.2539773713331177,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_08,cat_to_bird,cat,bird,2754,21,"[0.2, 0.05, 0.85, 0.9]",8,pending,0.2768076018116944,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_09,cat_to_bird,cat,bird,1204,21,"[0.2, 0.05, 0.85, 0.9]",9,pending,0.26615575464922725,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_10,cat_to_bird,cat,bird,4023,21,"[0.2, 0.05, 0.85, 0.9]",10,pending,0.25093355726487765,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_11,cat_to_bird,cat,bird,4168,21,"[0.2, 0.05, 0.85, 0.9]",11,pending,0.3027002087424688,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_bird_12,cat_to_bird,cat,bird,4323,21,"[0.2, 0.05, 0.85, 0.9]",12,pending,0.2747496833304271,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_13,cat_to_bird,cat,bird,4821,21,"[0.2, 0.05, 0.85, 0.9]",13,pending,0.2546627049030796,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_14,cat_to_bird,cat,bird,1263,21,"[0.2, 0.05, 0.85, 0.9]",14,pending,0.2461579567660801,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_15,cat_to_bird,cat,bird,2539,21,"[0.2, 0.05, 0.85, 0.9]",15,pending,0.24716420022082874,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_16,cat_to_bird,cat,bird,4908,21,"[0.2, 0.05, 0.85, 0.9]",16,pending,0.23086238116078098,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_17,cat_to_bird,cat,bird,372,21,"[0.2, 0.05, 0.85, 0.9]",17,pending,0.2867261347857547,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_bird_18,cat_to_bird,cat,bird,1401,21,"[0.2, 0.05, 0.85, 0.9]",18,pending,0.2462528369682837,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_19,cat_to_bird,cat,bird,4531,21,"[0.2, 0.05, 0.85, 0.9]",19,pending,0.23754746133323157,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_20,cat_to_bird,cat,bird,365,21,"[0.2, 0.05, 0.85, 0.9]",20,pending,0.2538974293416038,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_21,cat_to_bird,cat,bird,791,21,"[0.2, 0.05, 0.85, 0.9]",21,pending,0.2833552338829434,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_22,cat_to_bird,cat,bird,1370,21,"[0.2, 0.05, 0.85, 0.9]",22,pending,0.25801496499684007,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_23,cat_to_bird,cat,bird,672,21,"[0.2, 0.05, 0.85, 0.9]",23,pending,0.2521617444968126,accepted,,selected,human_accepted_before_model_evaluation
cat_to_bird_24,cat_to_bird,cat,bird,1563,21,"[0.2, 0.05, 0.85, 0.9]",24,pending,0.2643358359533667,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_00,cat_to_dog,cat,dog,2536,113,"[0.18, 0.1, 0.88, 0.9]",0,pending,0.16066535417532782,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_01,cat_to_dog,cat,dog,1431,113,"[0.18, 0.1, 0.88, 0.9]",1,pending,0.23229636907513268,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_02,cat_to_dog,cat,dog,2028,113,"[0.18, 0.1, 0.88, 0.9]",2,pending,0.19399197161277018,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_03,cat_to_dog,cat,dog,6952,113,"[0.18, 0.1, 0.88, 0.9]",3,pending,0.2083330138814018,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_04,cat_to_dog,cat,dog,3778,113,"[0.18, 0.1, 0.88, 0.9]",4,pending,0.18887025964002183,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_05,cat_to_dog,cat,dog,4821,113,"[0.18, 0.1, 0.88, 0.9]",5,pending,0.1967195970401497,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_06,cat_to_dog,cat,dog,4908,113,"[0.18, 0.1, 0.88, 0.9]",6,pending,0.1512829329727481,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_07,cat_to_dog,cat,dog,632,113,"[0.18, 0.1, 0.88, 0.9]",7,pending,0.19998184371121366,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_08,cat_to_dog,cat,dog,3851,113,"[0.18, 0.1, 0.88, 0.9]",8,pending,0.1869077393268829,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_09,cat_to_dog,cat,dog,4590,113,"[0.18, 0.1, 0.88, 0.9]",9,pending,0.1750101129696748,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_10,cat_to_dog,cat,dog,1401,113,"[0.18, 0.1, 0.88, 0.9]",10,pending,0.1945533851895609,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_11,cat_to_dog,cat,dog,3276,113,"[0.18, 0.1, 0.88, 0.9]",11,pending,0.18576492523696533,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_dog_12,cat_to_dog,cat,dog,176,113,"[0.18, 0.1, 0.88, 0.9]",12,pending,0.19537390191761347,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_13,cat_to_dog,cat,dog,4881,113,"[0.18, 0.1, 0.88, 0.9]",13,pending,0.17214314845073972,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_dog_14,cat_to_dog,cat,dog,4215,113,"[0.18, 0.1, 0.88, 0.9]",14,pending,0.19944534877642134,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_dog_15,cat_to_dog,cat,dog,4330,113,"[0.18, 0.1, 0.88, 0.9]",15,pending,0.18994389982977414,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_dog_16,cat_to_dog,cat,dog,3562,113,"[0.18, 0.1, 0.88, 0.9]",16,pending,0.18035469739972235,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_17,cat_to_dog,cat,dog,2291,113,"[0.18, 0.1, 0.88, 0.9]",17,pending,0.16460909758069114,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
cat_to_dog_18,cat_to_dog,cat,dog,4463,113,"[0.18, 0.1, 0.88, 0.9]",18,pending,0.19300299479440097,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_19,cat_to_dog,cat,dog,979,113,"[0.18, 0.1, 0.88, 0.9]",19,pending,0.21983330069662477,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_20,cat_to_dog,cat,dog,4531,113,"[0.18, 0.1, 0.88, 0.9]",20,pending,0.1755012368902555,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_21,cat_to_dog,cat,dog,738,113,"[0.18, 0.1, 0.88, 0.9]",21,pending,0.1886296329740321,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_22,cat_to_dog,cat,dog,1263,113,"[0.18, 0.1, 0.88, 0.9]",22,pending,0.18620370711959702,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_23,cat_to_dog,cat,dog,4609,113,"[0.18, 0.1, 0.88, 0.9]",23,pending,0.1999929310486022,accepted,,selected,human_accepted_before_model_evaluation
cat_to_dog_24,cat_to_dog,cat,dog,3375,113,"[0.18, 0.1, 0.88, 0.9]",24,pending,0.1843683659393603,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_00,deer_to_horse,deer,horse,3458,48,"[0.18, 0.18, 0.88, 0.92]",0,pending,0.15130908255435316,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_01,deer_to_horse,deer,horse,766,48,"[0.18, 0.18, 0.88, 0.92]",1,pending,0.16941295669715437,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
deer_to_horse_02,deer_to_horse,deer,horse,3179,48,"[0.18, 0.18, 0.88, 0.92]",2,pending,0.18487079953986918,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_03,deer_to_horse,deer,horse,5135,48,"[0.18, 0.18, 0.88, 0.92]",3,pending,0.21848514341283579,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_04,deer_to_horse,deer,horse,6033,48,"[0.18, 0.18, 0.88, 0.92]",4,pending,0.16323608982326732,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
deer_to_horse_05,deer_to_horse,deer,horse,691,48,"[0.18, 0.18, 0.88, 0.92]",5,pending,0.14723855107901573,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_06,deer_to_horse,deer,horse,506,48,"[0.18, 0.18, 0.88, 0.92]",6,pending,0.15145010655658428,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_07,deer_to_horse,deer,horse,5623,48,"[0.18, 0.18, 0.88, 0.92]",7,pending,0.16212124763855484,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_08,deer_to_horse,deer,horse,6288,48,"[0.18, 0.18, 0.88, 0.92]",8,pending,0.1256208504043121,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_09,deer_to_horse,deer,horse,1960,48,"[0.18, 0.18, 0.88, 0.92]",9,pending,0.14818074248373847,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_10,deer_to_horse,deer,horse,5062,48,"[0.18, 0.18, 0.88, 0.92]",10,pending,0.16741933107433724,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_11,deer_to_horse,deer,horse,3994,48,"[0.18, 0.18, 0.88, 0.92]",11,pending,0.159499072027679,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_12,deer_to_horse,deer,horse,7944,48,"[0.18, 0.18, 0.88, 0.92]",12,pending,0.14561095541963498,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
deer_to_horse_13,deer_to_horse,deer,horse,7692,48,"[0.18, 0.18, 0.88, 0.92]",13,pending,0.14859317400190156,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
deer_to_horse_14,deer_to_horse,deer,horse,171,48,"[0.18, 0.18, 0.88, 0.92]",14,pending,0.16479496965417545,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_15,deer_to_horse,deer,horse,7864,48,"[0.18, 0.18, 0.88, 0.92]",15,pending,0.1374169210829791,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_16,deer_to_horse,deer,horse,1211,48,"[0.18, 0.18, 0.88, 0.92]",16,pending,0.19197334354041065,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_17,deer_to_horse,deer,horse,7940,48,"[0.18, 0.18, 0.88, 0.92]",17,pending,0.1986051332974976,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_18,deer_to_horse,deer,horse,7475,48,"[0.18, 0.18, 0.88, 0.92]",18,pending,0.1786089235485673,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_19,deer_to_horse,deer,horse,2704,48,"[0.18, 0.18, 0.88, 0.92]",19,pending,0.23214640751586516,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_20,deer_to_horse,deer,horse,1429,48,"[0.18, 0.18, 0.88, 0.92]",20,pending,0.181325444599356,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
deer_to_horse_21,deer_to_horse,deer,horse,4642,48,"[0.18, 0.18, 0.88, 0.92]",21,pending,0.1499750431171177,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_22,deer_to_horse,deer,horse,2399,48,"[0.18, 0.18, 0.88, 0.92]",22,pending,0.15255269727972923,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_23,deer_to_horse,deer,horse,5467,48,"[0.18, 0.18, 0.88, 0.92]",23,pending,0.18339251358447492,accepted,,selected,human_accepted_before_model_evaluation
deer_to_horse_24,deer_to_horse,deer,horse,6508,48,"[0.18, 0.18, 0.88, 0.92]",24,pending,0.1410072272711569,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_00,dog_to_bird,dog,bird,1095,21,"[0.2, 0.05, 0.85, 0.9]",0,pending,0.24479817177833904,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_01,dog_to_bird,dog,bird,378,21,"[0.2, 0.05, 0.85, 0.9]",1,pending,0.2843371654418244,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_02,dog_to_bird,dog,bird,4850,21,"[0.2, 0.05, 0.85, 0.9]",2,pending,0.26559903361051085,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_03,dog_to_bird,dog,bird,7776,21,"[0.2, 0.05, 0.85, 0.9]",3,pending,0.2568281331763601,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_04,dog_to_bird,dog,bird,7041,21,"[0.2, 0.05, 0.85, 0.9]",4,pending,0.28097103329141665,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_bird_05,dog_to_bird,dog,bird,2427,21,"[0.2, 0.05, 0.85, 0.9]",5,pending,0.26520692699946075,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_06,dog_to_bird,dog,bird,1626,21,"[0.2, 0.05, 0.85, 0.9]",6,pending,0.2417818977552397,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_07,dog_to_bird,dog,bird,2334,21,"[0.2, 0.05, 0.85, 0.9]",7,pending,0.25599926115726385,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_08,dog_to_bird,dog,bird,2458,21,"[0.2, 0.05, 0.85, 0.9]",8,pending,0.2862098373915634,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_09,dog_to_bird,dog,bird,3353,21,"[0.2, 0.05, 0.85, 0.9]",9,pending,0.2879515992415672,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_bird_10,dog_to_bird,dog,bird,7474,21,"[0.2, 0.05, 0.85, 0.9]",10,pending,0.264166399966468,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_11,dog_to_bird,dog,bird,1877,21,"[0.2, 0.05, 0.85, 0.9]",11,pending,0.26234177859175345,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_bird_12,dog_to_bird,dog,bird,97,21,"[0.2, 0.05, 0.85, 0.9]",12,pending,0.284532313953938,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_13,dog_to_bird,dog,bird,7413,21,"[0.2, 0.05, 0.85, 0.9]",13,pending,0.29368044413672834,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_14,dog_to_bird,dog,bird,2265,21,"[0.2, 0.05, 0.85, 0.9]",14,pending,0.24920161374316335,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_15,dog_to_bird,dog,bird,4106,21,"[0.2, 0.05, 0.85, 0.9]",15,pending,0.24770501013387353,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_16,dog_to_bird,dog,bird,2391,21,"[0.2, 0.05, 0.85, 0.9]",16,pending,0.25881893511248305,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_17,dog_to_bird,dog,bird,4547,21,"[0.2, 0.05, 0.85, 0.9]",17,pending,0.25372397684072545,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_18,dog_to_bird,dog,bird,645,21,"[0.2, 0.05, 0.85, 0.9]",18,pending,0.24385139077521667,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_19,dog_to_bird,dog,bird,5332,21,"[0.2, 0.05, 0.85, 0.9]",19,pending,0.26813461823512463,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_20,dog_to_bird,dog,bird,2807,21,"[0.2, 0.05, 0.85, 0.9]",20,pending,0.2574632143350482,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_bird_21,dog_to_bird,dog,bird,685,21,"[0.2, 0.05, 0.85, 0.9]",21,pending,0.30654436150886927,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_22,dog_to_bird,dog,bird,7706,21,"[0.2, 0.05, 0.85, 0.9]",22,pending,0.2674525806370621,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_23,dog_to_bird,dog,bird,4570,21,"[0.2, 0.05, 0.85, 0.9]",23,pending,0.26434688493748004,accepted,,selected,human_accepted_before_model_evaluation
dog_to_bird_24,dog_to_bird,dog,bird,7130,21,"[0.2, 0.05, 0.85, 0.9]",24,pending,0.25369610039896434,rejected,reviewer_rejected_unspecified,not_selected,human_rejected_before_model_evaluation
dog_to_cat_00,dog_to_cat,dog,cat,1095,89,"[0.18, 0.12, 0.88, 0.88]",0,pending,0.2226962664707034,accepted,,selected,human_accepted_before_model_evaluation
dog_to_cat_01,dog_to_cat,dog,cat,1626,89,"[0.18, 0.12, 0.88, 0.88]",1,pending,0.22235065930421377,accepted,,selected,human_accepted_before_model_evaluation
